mo_id,region,district,year,month,month_idx,population,elderly_share,admitted,discharged,transferred,deaths,letality_pct_fact,letality_pct_plan,vacancy_reanim_pct,vacancy_cardio_pct,vacancy_surgeon_pct,ivl_units,ct_units,angiograph_units,ivl_avg_age_years,time_to_ivl_min,federal_project
МО-А09,Регион А,Район-А09,2024,декабрь,12,68250,0.24,384,344,21,19,4.95,4.13,9.6,9.4,9.4,6,2,1,4.6,48.0,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,январь,1,61694,0.214,40,38,1,1,2.5,,7.9,4.4,3.8,9,3,1,4.0,43.3,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,февраль,2,61694,0.214,191,174,9,8,4.19,,7.9,5.0,2.9,6,2,0,5.8,57.5,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,март,3,61694,0.214,259,239,8,12,4.63,,7.1,3.6,3.8,6,2,1,3.5,38.1,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,апрель,4,61694,0.214,170,155,6,9,5.29,,8.3,5.5,3.7,8,3,1,3.3,52.2,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,май,5,61694,0.214,64,59,2,3,4.69,,6.3,4.9,4.8,7,1,0,5.9,24.1,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,июнь,6,61694,0.214,360,331,10,19,5.28,,6.1,5.7,4.5,8,1,0,4.7,57.7,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,июль,7,61694,0.214,202,187,6,9,4.46,,7.3,5.0,2.9,9,1,0,4.9,36.3,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,август,8,61694,0.214,40,37,1,2,5.0,,8.1,7.1,3.1,10,3,1,2.6,56.6,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,сентябрь,9,61694,0.214,474,425,27,22,4.64,,5.8,5.1,3.5,10,2,0,4.4,33.6,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,октябрь,10,61694,0.214,40,37,2,1,2.5,,7.6,5.4,5.0,8,0,1,5.6,54.0,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,ноябрь,11,61694,0.214,325,299,9,17,5.23,,7.0,6.9,6.1,10,1,0,5.6,52.8,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2022,декабрь,12,61694,0.214,226,211,5,10,4.42,,8.5,4.7,3.5,7,1,0,4.2,50.2,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,январь,1,61694,0.214,40,38,1,1,2.5,4.4,7.5,6.9,3.8,8,2,0,3.3,42.8,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,февраль,2,61694,0.214,40,38,1,1,2.5,4.54,5.9,4.1,5.4,6,1,1,6.6,52.4,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,март,3,61694,0.214,40,37,2,1,2.5,4.51,6.5,6.4,5.9,6,1,0,5.7,56.9,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,апрель,4,61694,0.214,340,316,8,16,4.71,4.38,8.2,4.7,6.0,7,3,1,2.4,51.7,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,май,5,61694,0.214,40,38,1,1,2.5,4.45,6.8,5.2,4.0,10,0,0,6.6,34.9,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,июнь,6,61694,0.214,920,830,44,46,5.0,4.59,7.3,5.3,5.7,6,1,0,3.1,48.9,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,июль,7,61694,0.214,496,448,23,25,5.04,4.56,6.3,5.5,6.4,8,2,0,5.5,56.4,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,август,8,61694,0.214,538,504,10,24,4.46,4.42,6.0,4.9,3.7,8,3,0,5.6,45.3,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,сентябрь,9,61694,0.214,114,106,3,5,4.39,4.52,8.5,6.5,5.9,8,5,0,3.2,40.9,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,октябрь,10,61694,0.214,40,37,2,1,2.5,4.34,5.8,6.7,3.4,8,1,0,5.5,49.8,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,ноябрь,11,61694,0.214,264,247,5,12,4.55,4.36,7.2,7.1,3.5,7,1,0,5.9,32.5,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2023,декабрь,12,61694,0.214,40,37,1,2,5.0,4.63,7.2,6.9,4.3,10,2,0,7.0,51.7,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,январь,1,61694,0.214,40,38,1,1,2.5,4.41,6.3,5.4,3.5,7,1,0,5.6,44.6,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,февраль,2,61694,0.214,40,37,1,2,5.0,4.51,7.0,4.0,3.2,9,1,0,1.1,34.2,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,март,3,61694,0.214,262,243,9,10,3.82,4.35,7.7,4.4,5.8,4,0,0,5.3,59.1,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,апрель,4,61694,0.214,274,254,7,13,4.74,4.37,6.6,4.4,3.5,8,2,0,3.8,56.8,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,май,5,61694,0.214,172,159,5,8,4.65,4.53,7.0,5.8,5.8,10,3,1,3.0,52.0,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,июнь,6,61694,0.214,323,293,16,14,4.33,4.58,6.3,6.0,4.6,11,2,0,6.6,51.9,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,июль,7,61694,0.214,187,175,4,8,4.28,4.54,6.2,4.1,4.9,10,1,1,4.1,43.2,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,август,8,61694,0.214,74,70,1,3,4.05,4.46,6.6,5.9,3.2,5,2,0,3.5,46.0,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,сентябрь,9,61694,0.214,761,695,32,34,4.47,4.46,6.8,6.5,3.7,8,1,1,3.9,39.1,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,октябрь,10,61694,0.214,827,741,46,40,4.84,4.49,6.9,6.3,6.2,7,1,1,1.0,44.0,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,ноябрь,11,61694,0.214,810,747,22,41,5.06,4.64,7.8,4.0,4.0,4,4,0,3.5,59.4,Развитие здравоохранения
МО-А10,Регион А,Район-А10,2024,декабрь,12,61694,0.214,314,294,6,14,4.46,4.37,8.2,4.6,3.1,5,2,1,5.4,50.5,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,январь,1,60791,0.149,40,37,1,2,5.0,,6.8,5.8,5.2,4,3,0,4.0,34.3,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,февраль,2,60791,0.149,213,196,5,12,5.63,,7.6,6.5,5.6,7,1,0,2.4,48.3,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,март,3,60791,0.149,40,37,1,2,5.0,,7.6,4.7,3.9,8,2,0,2.9,28.7,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,апрель,4,60791,0.149,101,93,3,5,4.95,,6.4,5.7,4.2,7,1,1,3.0,42.7,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,май,5,60791,0.149,510,454,27,29,5.69,,6.8,3.7,5.1,7,3,1,2.9,44.0,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,июнь,6,60791,0.149,40,37,1,2,5.0,,8.1,4.8,5.4,10,1,1,1.5,39.0,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,июль,7,60791,0.149,310,283,10,17,5.48,,7.0,4.7,5.5,5,3,0,1.2,53.5,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,август,8,60791,0.149,364,332,10,22,6.04,,7.7,5.9,4.3,9,2,1,4.1,53.0,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,сентябрь,9,60791,0.149,40,37,1,2,5.0,,6.3,6.3,4.6,11,2,1,4.2,45.2,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,октябрь,10,60791,0.149,40,38,1,1,2.5,,6.2,3.7,3.1,5,1,0,1.8,47.0,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,ноябрь,11,60791,0.149,659,585,35,39,5.92,,7.5,5.2,4.3,7,2,1,5.3,63.7,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2022,декабрь,12,60791,0.149,40,38,0,2,5.0,,8.1,6.0,4.2,4,4,1,2.8,58.8,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,январь,1,60791,0.149,631,582,15,34,5.39,4.86,6.2,4.5,4.5,5,2,0,3.3,36.9,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,февраль,2,60791,0.149,40,37,1,2,5.0,5.07,6.3,5.8,4.8,8,3,0,2.6,52.5,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,март,3,60791,0.149,514,476,15,23,4.47,5.01,8.2,4.5,3.5,8,2,1,4.0,49.9,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,апрель,4,60791,0.149,68,62,3,3,4.41,4.91,6.6,6.6,2.8,4,1,1,1.3,47.9,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,май,5,60791,0.149,192,173,9,10,5.21,4.89,5.6,6.4,6.1,6,1,0,2.3,47.9,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,июнь,6,60791,0.149,493,454,16,23,4.67,5.03,5.6,5.6,3.3,7,1,1,3.2,43.4,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,июль,7,60791,0.149,584,535,17,32,5.48,5.12,5.9,5.5,5.7,7,2,1,4.8,43.3,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,август,8,60791,0.149,280,252,13,15,5.36,4.94,6.6,6.0,4.2,9,1,0,2.4,47.8,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,сентябрь,9,60791,0.149,780,713,25,42,5.38,4.98,6.6,6.4,4.5,4,0,1,-0.4,50.6,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,октябрь,10,60791,0.149,312,287,10,15,4.81,4.96,6.0,6.6,4.1,9,0,0,1.1,50.1,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,ноябрь,11,60791,0.149,80,72,4,4,5.0,5.01,7.5,6.7,3.9,7,2,1,2.2,46.9,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2023,декабрь,12,60791,0.149,40,37,1,2,5.0,4.99,7.9,6.4,3.3,10,0,1,4.5,63.6,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,январь,1,60791,0.149,438,391,24,23,5.25,4.87,6.8,4.3,4.8,7,3,0,4.6,43.6,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,февраль,2,60791,0.149,519,463,29,27,5.2,4.85,6.8,6.8,2.8,9,3,1,6.2,25.7,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,март,3,60791,0.149,277,256,8,13,4.69,5.05,5.8,6.1,5.0,7,1,0,0.5,45.2,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,апрель,4,60791,0.149,120,108,6,6,5.0,4.92,7.5,5.2,5.0,9,1,1,3.6,51.2,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,май,5,60791,0.149,434,404,11,19,4.38,4.94,6.4,6.6,5.5,5,2,1,2.5,42.2,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,июнь,6,60791,0.149,487,451,14,22,4.52,4.9,6.7,6.2,5.2,6,0,0,2.9,40.5,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,июль,7,60791,0.149,151,138,5,8,5.3,4.9,8.1,4.0,4.9,9,0,1,2.2,59.8,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,август,8,60791,0.149,144,133,5,6,4.17,5.02,5.6,4.2,3.8,6,1,0,2.4,30.4,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,сентябрь,9,60791,0.149,512,473,13,26,5.08,4.92,5.9,6.4,3.8,7,0,1,1.9,44.3,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,октябрь,10,60791,0.149,40,38,0,2,5.0,5.13,6.4,4.5,3.5,7,1,2,3.4,33.4,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,ноябрь,11,60791,0.149,40,36,2,2,5.0,5.09,7.8,6.1,4.6,9,2,1,2.1,39.8,Развитие здравоохранения
МО-А11,Регион А,Район-А11,2024,декабрь,12,60791,0.149,423,386,17,20,4.73,4.98,7.5,6.4,6.1,9,3,1,2.9,52.4,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,январь,1,104475,0.229,295,265,14,16,5.42,,8.6,4.6,6.2,8,2,0,5.1,61.9,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,февраль,2,104475,0.229,1387,1276,40,71,5.12,,9.1,6.9,5.5,12,1,0,3.2,58.9,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,март,3,104475,0.229,434,394,18,22,5.07,,7.8,6.5,6.0,12,1,0,6.4,57.5,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,апрель,4,104475,0.229,407,367,15,25,6.14,,7.0,7.7,6.1,9,2,1,2.3,45.1,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,май,5,104475,0.229,768,701,23,44,5.73,,9.0,5.7,5.4,10,5,0,2.7,49.0,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,июнь,6,104475,0.229,929,850,34,45,4.84,,8.1,8.4,5.5,10,1,0,5.1,59.8,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,июль,7,104475,0.229,377,341,15,21,5.57,,7.4,5.7,6.2,9,2,0,5.5,57.5,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,август,8,104475,0.229,576,512,33,31,5.38,,10.5,7.3,7.0,7,2,0,5.6,47.0,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,сентябрь,9,104475,0.229,623,569,21,33,5.3,,9.6,6.4,5.4,9,1,1,4.2,41.3,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,октябрь,10,104475,0.229,826,727,41,58,7.02,,7.1,7.5,4.4,10,2,0,3.1,50.7,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,ноябрь,11,104475,0.229,466,428,13,25,5.36,,8.8,8.1,4.0,9,2,1,1.7,49.8,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2022,декабрь,12,104475,0.229,40,37,1,2,5.0,,10.2,6.5,4.7,12,2,0,5.8,57.1,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,январь,1,104475,0.229,266,243,6,17,6.39,5.05,9.7,5.8,6.9,13,2,1,4.8,55.0,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,февраль,2,104475,0.229,417,378,17,22,5.28,5.28,7.9,6.7,4.8,12,4,1,6.5,52.7,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,март,3,104475,0.229,239,213,13,13,5.44,5.16,10.1,5.2,5.6,9,1,1,3.0,38.9,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,апрель,4,104475,0.229,319,298,7,14,4.39,5.15,8.4,6.5,3.7,14,0,0,3.8,47.5,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,май,5,104475,0.229,225,203,11,11,4.89,5.29,8.7,6.9,6.3,11,2,0,6.6,45.8,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,июнь,6,104475,0.229,40,38,0,2,5.0,5.34,9.2,8.7,6.8,10,2,0,3.8,57.4,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,июль,7,104475,0.229,974,892,22,60,6.16,5.24,8.2,6.7,6.5,8,3,0,6.0,48.7,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,август,8,104475,0.229,1327,1230,38,59,4.45,5.16,7.9,5.4,6.5,11,2,1,2.8,35.0,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,сентябрь,9,104475,0.229,40,36,2,2,5.0,5.06,9.7,5.3,4.3,10,4,1,5.5,38.0,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,октябрь,10,104475,0.229,40,38,1,1,2.5,5.08,7.8,5.7,5.4,9,2,2,4.3,54.0,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,ноябрь,11,104475,0.229,1075,963,57,55,5.12,5.14,8.6,7.7,6.8,14,2,1,3.2,51.1,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2023,декабрь,12,104475,0.229,40,37,1,2,5.0,5.34,9.6,4.9,6.8,13,3,1,2.1,41.2,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,январь,1,104475,0.229,209,185,10,14,6.7,5.13,7.9,4.9,5.5,12,4,1,1.7,56.1,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,февраль,2,104475,0.229,40,37,1,2,5.0,5.31,8.1,8.8,3.9,15,2,0,0.4,50.7,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,март,3,104475,0.229,231,215,5,11,4.76,5.09,9.0,4.9,4.2,14,2,0,6.6,53.9,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,апрель,4,104475,0.229,861,787,31,43,4.99,5.06,7.6,8.5,7.7,9,2,0,5.3,61.3,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,май,5,104475,0.229,588,540,18,30,5.1,5.23,10.2,5.6,4.9,11,2,0,4.4,48.9,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,июнь,6,104475,0.229,1150,1058,40,52,4.52,5.22,8.9,5.1,3.6,8,3,0,4.8,48.1,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,июль,7,104475,0.229,40,37,1,2,5.0,5.05,9.1,7.2,4.9,12,0,1,5.6,57.1,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,август,8,104475,0.229,40,37,1,2,5.0,5.28,10.0,5.2,4.5,13,4,2,4.2,53.3,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,сентябрь,9,104475,0.229,788,723,19,46,5.84,5.08,7.7,7.3,5.0,12,4,0,2.1,45.2,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,октябрь,10,104475,0.229,1004,920,37,47,4.68,5.24,9.1,8.5,3.7,8,3,0,5.0,50.2,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,ноябрь,11,104475,0.229,468,423,24,21,4.49,5.06,8.2,6.9,5.6,12,2,1,4.9,37.7,Развитие здравоохранения
МО-А12,Регион А,Район-А12,2024,декабрь,12,104475,0.229,40,37,1,2,5.0,5.04,8.0,7.8,7.6,11,1,2,4.0,61.5,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,январь,1,65955,0.247,40,36,1,3,7.5,,22.6,11.9,13.1,8,0,0,7.7,73.0,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,февраль,2,65955,0.247,65,57,3,5,7.69,,20.7,16.1,20.0,8,3,1,5.5,65.8,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,март,3,65955,0.247,1331,1168,38,125,9.39,,18.1,19.5,13.0,5,1,0,8.2,54.6,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,апрель,4,65955,0.247,317,273,13,31,9.78,,21.3,12.4,10.8,6,1,0,8.4,55.8,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,май,5,65955,0.247,674,587,20,67,9.94,,26.6,21.9,12.3,11,4,0,8.3,69.3,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,июнь,6,65955,0.247,730,644,30,56,7.67,,20.8,21.6,15.9,11,2,0,6.3,68.6,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,июль,7,65955,0.247,466,404,13,49,10.52,,25.0,18.5,13.4,4,2,1,10.5,81.3,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,август,8,65955,0.247,105,90,6,9,8.57,,19.3,16.2,16.5,12,2,0,8.0,68.6,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,сентябрь,9,65955,0.247,590,517,18,55,9.32,,19.1,19.6,14.1,9,4,1,8.2,59.8,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,октябрь,10,65955,0.247,84,74,2,8,9.52,,22.2,17.8,18.8,13,1,0,7.1,62.6,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,ноябрь,11,65955,0.247,1133,989,39,105,9.27,,25.8,18.7,18.4,12,3,0,5.1,61.5,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2022,декабрь,12,65955,0.247,120,107,4,9,7.5,,21.7,20.6,20.0,11,2,0,7.4,61.9,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,январь,1,65955,0.247,40,37,0,3,7.5,6.5,24.3,17.5,18.4,8,1,1,8.3,67.9,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,февраль,2,65955,0.247,40,35,2,3,7.5,6.26,19.0,19.8,13.0,6,0,0,5.7,67.3,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,март,3,65955,0.247,208,180,11,17,8.17,6.25,22.7,21.8,18.1,6,0,0,6.8,67.5,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,апрель,4,65955,0.247,153,137,3,13,8.5,6.67,25.2,19.4,18.5,7,1,1,4.7,90.7,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,май,5,65955,0.247,222,199,8,15,6.76,6.75,20.3,20.1,11.3,10,2,0,6.3,72.7,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,июнь,6,65955,0.247,40,35,2,3,7.5,5.97,23.5,19.5,18.4,10,2,1,8.9,77.9,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,июль,7,65955,0.247,40,36,1,3,7.5,6.03,20.4,19.2,12.9,6,2,0,7.1,45.4,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,август,8,65955,0.247,149,129,8,12,8.05,6.41,23.0,19.7,15.0,8,0,1,7.2,72.8,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,сентябрь,9,65955,0.247,40,36,1,3,7.5,6.42,22.8,15.7,19.3,5,3,1,8.2,53.8,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,октябрь,10,65955,0.247,103,90,6,7,6.8,6.1,18.3,17.4,16.5,10,1,1,9.1,42.6,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,ноябрь,11,65955,0.247,226,202,6,18,7.96,5.58,20.2,11.5,15.9,9,2,0,5.1,62.0,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2023,декабрь,12,65955,0.247,40,36,1,3,7.5,6.63,26.8,19.6,16.9,10,3,0,6.9,82.9,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,январь,1,65955,0.247,847,747,29,71,8.38,6.71,19.2,20.9,20.1,5,2,1,9.9,80.1,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,февраль,2,65955,0.247,303,268,9,26,8.58,6.53,23.4,19.3,17.0,5,1,0,8.7,69.3,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,март,3,65955,0.247,122,108,4,10,8.2,6.09,26.5,13.2,15.3,7,1,0,5.3,87.9,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,апрель,4,65955,0.247,518,458,25,35,6.76,6.25,26.5,19.4,17.0,10,0,0,11.1,66.5,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,май,5,65955,0.247,298,261,14,23,7.72,5.96,23.1,21.1,19.6,10,2,1,6.4,63.3,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,июнь,6,65955,0.247,671,592,23,56,8.35,5.71,26.8,18.1,14.9,8,1,0,7.0,86.1,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,июль,7,65955,0.247,231,203,10,18,7.79,6.16,19.0,12.2,19.6,6,0,0,5.8,68.8,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,август,8,65955,0.247,160,145,3,12,7.5,5.99,24.3,21.1,14.6,6,2,1,7.6,94.5,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,сентябрь,9,65955,0.247,40,36,1,3,7.5,5.59,23.4,22.3,9.7,6,1,0,8.8,67.9,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,октябрь,10,65955,0.247,544,477,30,37,6.8,6.24,25.7,22.0,11.1,8,1,0,7.3,80.8,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,ноябрь,11,65955,0.247,725,635,31,59,8.14,6.63,24.3,21.1,11.0,4,3,1,7.4,71.9,Развитие здравоохранения
МО-Б01,Регион Б,Район-Б01,2024,декабрь,12,65955,0.247,40,34,2,4,10.0,5.94,20.6,15.2,11.0,6,0,0,5.0,66.1,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,январь,1,79020,0.23,1151,987,48,116,10.08,,21.0,15.9,10.1,7,1,0,7.5,70.9,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,февраль,2,79020,0.23,368,319,20,29,7.88,,25.7,19.9,18.8,6,1,0,9.7,79.2,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,март,3,79020,0.23,83,73,3,7,8.43,,21.1,17.0,11.0,6,1,1,9.3,84.9,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,апрель,4,79020,0.23,40,38,0,2,5.0,,22.5,17.7,12.2,8,3,0,8.5,56.5,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,май,5,79020,0.23,149,131,6,12,8.05,,25.5,17.0,15.8,7,1,0,9.4,75.2,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,июнь,6,79020,0.23,649,558,35,56,8.63,,24.1,16.8,10.8,12,0,1,8.8,69.2,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,июль,7,79020,0.23,1056,947,29,80,7.58,,19.4,18.0,9.0,6,2,0,6.9,47.2,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,август,8,79020,0.23,556,469,33,54,9.71,,26.3,20.1,12.9,8,2,0,8.9,79.1,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,сентябрь,9,79020,0.23,40,35,2,3,7.5,,23.1,13.3,18.5,4,1,0,7.6,61.9,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,октябрь,10,79020,0.23,40,36,1,3,7.5,,22.9,17.9,13.1,8,1,0,7.6,64.5,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,ноябрь,11,79020,0.23,136,121,3,12,8.82,,20.5,21.4,11.6,7,1,0,6.7,71.7,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2022,декабрь,12,79020,0.23,152,134,8,10,6.58,,25.4,21.5,14.9,10,1,0,9.9,72.8,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,январь,1,79020,0.23,483,426,13,44,9.11,6.16,24.7,13.7,15.6,8,1,0,7.8,70.7,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,февраль,2,79020,0.23,879,788,24,67,7.62,5.65,22.6,21.4,12.6,6,4,0,7.6,73.2,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,март,3,79020,0.23,40,37,1,2,5.0,5.36,19.2,13.1,16.0,6,0,0,9.2,66.3,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,апрель,4,79020,0.23,40,36,2,2,5.0,5.35,23.6,15.5,14.7,7,1,0,9.5,67.2,Развитие здравоохранения
