mo_id,region,district,year,month,month_idx,population,elderly_share,admitted,discharged,transferred,deaths,letality_pct,vacancy_reanim_pct,vacancy_cardio_pct,vacancy_surgeon_pct,ivl_units,ct_units,angiograph_units,ivl_avg_age_years,time_to_ivl_min
МО-Б05,Регион Б,Район-Б05,2023,январь,1,22559,0.261,208,181,7,20,9.62,14.8,13.3,12.6,9,2,0,9.9,60.1
МО-Б05,Регион Б,Район-Б05,2023,февраль,2,22559,0.261,344,302,16,26,7.56,15.8,9.3,10.3,7,2,1,9.8,70.7
МО-Б05,Регион Б,Район-Б05,2023,март,3,22559,0.261,40,36,1,3,7.5,15.3,13.0,13.1,9,2,0,7.6,62.2
МО-Б05,Регион Б,Район-Б05,2023,апрель,4,22559,0.261,296,264,10,22,7.43,14.4,15.5,8.8,14,1,1,6.5,62.0
МО-Б05,Регион Б,Район-Б05,2023,май,5,22559,0.261,40,36,2,2,5.0,18.2,9.8,13.7,7,1,0,8.1,39.7
МО-Б05,Регион Б,Район-Б05,2023,июнь,6,22559,0.261,40,36,1,3,7.5,14.3,9.5,12.9,7,4,0,8.3,50.5
МО-Б05,Регион Б,Район-Б05,2023,июль,7,22559,0.261,40,36,1,3,7.5,12.7,10.6,7.3,7,1,1,9.0,68.6
МО-Б05,Регион Б,Район-Б05,2023,август,8,22559,0.261,170,148,8,14,8.24,17.0,14.0,7.6,9,2,0,5.8,52.5
МО-Б05,Регион Б,Район-Б05,2023,сентябрь,9,22559,0.261,40,36,1,3,7.5,13.0,8.2,12.2,7,1,1,6.1,62.6
МО-Б05,Регион Б,Район-Б05,2023,октябрь,10,22559,0.261,130,115,5,10,7.69,12.5,13.8,9.2,7,2,0,7.9,52.6
МО-Б05,Регион Б,Район-Б05,2023,ноябрь,11,22559,0.261,40,37,1,2,5.0,14.9,11.3,10.9,8,1,0,8.3,65.1
МО-Б05,Регион Б,Район-Б05,2023,декабрь,12,22559,0.261,106,95,2,9,8.49,14.9,8.5,10.1,9,2,0,10.0,65.0
МО-Б05,Регион Б,Район-Б05,2024,янврь,1,22559,0.261,40,36,1,3,7.5,17.0,9.7,6.8,9,2,0,9.3,58.9
МО-Б05,Регион Б,Район-Б05,2024,февраль,2,22559,0.261,40,36,1,3,7.5,16.2,8.0,8.6,6,3,0,10.3,58.8
МО-Б05,Регион Б,Район-Б05,2024,март,3,22559,0.261,96,86,2,8,8.33,14.8,13.7,12.9,9,2,0,12.0,51.4
МО-Б05,Регион Б,Район-Б05,2024,апрель,4,22559,0.261,217,193,10,14,6.45,13.2,11.3,6.4,6,2,1,9.2,64.1
МО-Б05,Регион Б,Район-Б05,2024,май,5,22559,0.261,68,62,1,5,7.35,16.8,7.9,10.8,11,2,0,9.3,65.9
МО-Б05,Регион Б,Район-Б05,2024,июнь,6,22559,0.261,113,101,5,7,6.19,12.5,10.8,8.3,6,3,0,8.9,52.6
МО-Б05,Регион Б,Район-Б05,2024,июль,7,22559,0.261,185,165,6,14,7.57,18.5,8.6,8.7,6,3,0,9.4,71.4
МО-Б05,Регион Б,Район-Б05,2024,август,8,22559,0.261,40,37,1,2,5.0,15.8,10.4,9.3,9,2,0,7.4,67.7
МО-Б05,Регион Б,Район-Б05,2024,сентябрь,9,22559,0.261,102,90,5,7,6.86,16.4,14.6,13.2,14,2,0,7.6,57.4
МО-Б05,Регион Б,Район-Б05,2024,октябрь,10,22559,0.261,214,192,5,17,7.94,14.8,15.3,11.0,12,1,0,8.8,61.8
МО-Б05,Регион Б,Район-Б05,2024,ноябрь,11,22559,0.261,318,282,13,23,7.23,13.7,8.9,10.4,7,2,0,7.9,67.2
МО-Б05,Регион Б,Район-Б05,2024,декабрь,12,22559,0.261,40,34,2,4,10.0,13.4,15.1,13.4,8,1,1,9.4,53.8
МО-Б06,Регион Б,Район-Б06,2023,январь,1,114658,0.244,40,35,2,3,7.5,20.5,12.6,10.8,14,0,0,8.8,54.3
МО-Б06,Регион Б,Район-Б06,2023,февраль,2,114658,0.244,233,213,6,14,6.01,19.7,14.4,9.5,14,2,0,6.3,76.7
МО-Б06,Регион Б,Район-Б06,2023,март,3,114658,0.244,40,37,1,2,5.0,18.6,15.3,10.5,13,3,0,6.7,66.9
МО-Б06,Регион Б,Район-Б06,2023,апрель,4,114658,0.244,1337,1222,41,74,5.53,17.2,15.5,15.9,11,2,0,9.9,50.5
МО-Б06,Регион Б,Район-Б06,2023,май,5,114658,0.244,828,747,31,50,6.04,16.0,12.5,7.5,9,2,0,5.2,69.2
МО-Б06,Регион Б,Район-Б06,2023,июнь,6,114658,0.244,345,305,18,22,6.38,19.9,13.6,11.2,8,2,0,7.8,64.6
МО-Б06,Регион Б,Район-Б06,2023,июль,7,114658,0.244,40,37,1,2,5.0,18.8,9.4,9.7,13,2,0,6.8,55.3
МО-Б06,Регион Б,Район-Б06,2023,август,8,114658,0.244,40,37,1,2,5.0,15.3,16.3,11.2,12,2,0,6.6,39.4
МО-Б06,Регион Б,Район-Б06,2023,сентябрь,9,114658,0.244,279,252,10,17,6.09,15.5,14.2,13.5,10,3,1,6.0,70.5
МО-Б06,Регион Б,Район-Б06,2023,октябрь,10,114658,0.244,1236,1121,30,85,6.88,15.1,12.9,10.4,9,1,0,6.5,48.4
МО-Б06,Регион Б,Район-Б06,2023,ноябрь,11,114658,0.244,913,810,46,57,6.24,20.8,14.0,13.0,10,3,1,7.0,77.6
МО-Б06,Регион Б,Район-Б06,2023,декабрь,12,114658,0.244,40,36,1,3,7.5,18.7,10.0,8.3,12,3,1,6.0,71.9
МО-Б06,Регион Б,Район-Б06,2024,январь,1,114658,0.244,823,728,45,50,6.08,16.0,14.2,11.4,9,2,0,5.1,55.5
МО-Б06,Регион Б,Район-Б06,2024,февраль,2,114658,0.244,40,36,2,2,5.0,14.6,10.2,13.0,10,4,0,4.6,43.7
МО-Б06,Регион Б,Район-Б06,2024,март,3,114658,0.244,40,37,1,2,5.0,15.5,14.9,12.6,15,2,0,6.2,53.4
МО-Б06,Регион Б,Район-Б06,2024,апрель,4,114658,0.244,40,38,0,2,5.0,16.4,12.2,10.5,11,3,0,4.8,57.5
МО-Б06,Регион Б,Район-Б06,2024,май,5,114658,0.244,968,871,39,58,5.99,18.0,15.1,12.6,13,4,1,3.0,44.9
МО-Б06,Регион Б,Район-Б06,2024,июнь,6,114658,0.244,40,36,2,2,5.0,16.3,14.3,10.0,11,0,0,5.5,62.8
МО-Б06,Регион Б,Район-Б06,2024,июль,7,114658,0.244,40,36,1,3,7.5,15.6,14.4,13.5,10,2,0,8.1,60.1
МО-Б06,Регион Б,Район-Б06,2024,август,8,114658,0.244,1203,1047,72,84,6.98,17.2,11.9,12.1,13,2,0,6.4,67.0
МО-Б06,Регион Б,Район-Б06,2024,сентябрь,9,114658,0.244,505,457,16,32,6.34,14.3,15.0,10.2,9,2,0,6.9,57.4
МО-Б06,Регион Б,Район-Б06,2024,октябрь,10,114658,0.244,129,114,7,8,6.2,20.0,14.7,11.4,12,1,0,4.7,63.3
МО-Б06,Регион Б,Район-Б06,2024,ноябрь,11,114658,0.244,507,445,27,35,6.9,16.4,15.4,9.9,9,2,0,5.0,46.4
МО-Б06,Регион Б,Район-Б06,2024,декабрь,12,114658,0.244,790,701,24,65,8.23,14.5,17.7,12.7,0,3,0,4.5,63.6
МО-Б07,Регион Б,Район-Б07,2023,январь,1,153698,0.268,1357,1201,44,112,8.25,13.8,12.0,11.1,8,2,1,9.3,54.0
МО-Б07,Регион Б,Район-Б07,2023,февраль,2,153698,0.268,391,339,19,33,8.44,19.9,12.3,7.0,12,1,0,9.6,81.7
МО-Б07,Регион Б,Район-Б07,2023,март,3,153698,0.268,409,369,10,30,7.33,19.6,15.5,14.8,8,2,0,8.1,55.6
МО-Б07,Регион Б,Район-Б07,2023,апрель,4,153698,0.268,300,266,17,17,5.67,18.3,13.6,7.6,8,2,0,6.2,60.9
МО-Б07,Регион Б,Район-Б07,2023,май,5,153698,0.268,126,111,7,8,6.35,15.8,10.2,9.2,13,2,1,9.0,61.8
МО-Б07,Регион Б,Район-Б07,2023,июнь,6,153698,0.268,492,438,19,35,7.11,15.0,11.5,9.5,11,3,1,8.1,63.4
МО-Б07,Регион Б,Район-Б07,2023,июль,7,153698,0.268,1467,1303,55,0,0.0,14.5,12.5,12.6,12,3,0,7.5,59.0
МО-Б07,Регион Б,Район-Б07,2023,август,8,153698,0.268,40,36,1,3,7.5,17.8,11.2,13.8,9,2,0,4.4,57.2
МО-Б07,Регион Б,Район-Б07,2023,сентябрь,9,153698,0.268,543,482,28,33,6.08,19.9,12.5,10.7,8,2,0,7.3,66.1
МО-Б07,Регион Б,Район-Б07,2023,октябрь,10,153698,0.268,762,664,43,55,7.22,16.3,14.5,12.5,15,3,0,8.0,60.0
МО-Б07,Регион Б,Район-Б07,2023,ноябрь,11,153698,0.268,40,37,1,2,5.0,18.9,13.7,7.9,11,4,1,8.7,56.5
МО-Б07,Регион Б,Район-Б07,2023,декабрь,12,153698,0.268,40,36,1,3,7.5,16.4,13.8,11.5,8,3,0,6.9,72.0
МО-Б07,Регион Б,Район-Б07,2024,январь,1,153698,0.268,40,35,2,3,7.5,17.3,10.5,12.5,9,4,1,6.8,56.8
МО-Б07,Регион Б,Район-Б07,2024,февраль,2,153698,0.268,40,35,2,3,7.5,14.8,16.7,7.4,9,4,1,8.5,49.5
МО-Б07,Регион Б,Район-Б07,2024,март,3,153698,0.268,40,36,2,2,5.0,19.7,16.2,12.2,11,3,0,9.4,72.5
МО-Б07,Регион Б,Район-Б07,2024,апрель,4,153698,0.268,40,37,1,2,5.0,15.8,13.4,14.6,12,1,1,4.4,67.8
МО-Б07,Регион Б,Район-Б07,2024,май,5,153698,0.268,326,288,19,19,5.83,16.4,9.6,9.3,11,1,1,10.6,63.7
МО-Б07,Регион Б,Район-Б07,2024,июнь,6,153698,0.268,824,716,45,63,7.65,15.2,14.5,10.2,9,2,1,7.0,64.6
МО-Б07,Регион Б,Район-Б07,2024,июль,7,153698,0.268,56,52,1,3,5.36,19.9,15.7,8.1,9,4,0,8.7,67.2
МО-Б07,Регион Б,Район-Б07,2024,август,8,153698,0.268,1734,1550,64,120,6.92,20.4,9.2,12.3,11,1,0,8.8,55.0
МО-Б07,Регион Б,Район-Б07,2024,сентябрь,9,153698,0.268,80,72,3,5,6.25,16.7,11.5,8.4,11,1,0,9.0,55.2
МО-Б07,Регион Б,Район-Б07,2024,октябрь,10,153698,0.268,40,37,1,2,5.0,20.3,13.4,12.8,11,3,0,8.0,61.3
МО-Б07,Регион Б,Район-Б07,2024,ноябрь,11,153698,0.268,253,221,12,20,7.91,16.8,9.2,14.4,5,3,0,8.1,39.9
МО-Б07,Регион Б,Район-Б07,2024,декабрь,12,153698,0.268,1472,1300,47,125,8.49,14.0,11.4,13.4,12,1,0,5.9,58.5
МО-Б08,Регион Б,Район-Б08,2023,январь,1,104301,0.336,40,36,1,3,7.5,22.3,26.3,21.2,10,1,0,9.6,71.9
МО-Б08,Регион Б,Район-Б08,2023,февраль,2,104301,0.336,430,369,22,39,9.07,28.8,17.6,12.1,8,0,0,7.8,82.4
МО-Б08,Регион Б,Район-Б08,2023,март,3,104301,0.336,148,137,3,8,5.41,23.8,21.8,13.0,11,0,0,7.8,83.1
МО-Б08,Регион Б,Район-Б08,2023,апрель,4,104301,0.336,40,36,1,3,7.5,22.8,15.7,23.7,8,2,1,10.6,68.6
МО-Б08,Регион Б,Район-Б08,2023,май,5,104301,0.336,390,351,11,28,7.18,30.0,18.4,19.8,10,2,0,8.7,87.0
МО-Б08,Регион Б,Район-Б08,2023,июнь,6,104301,0.336,73,65,3,5,6.85,26.1,23.4,17.5,11,3,1,11.4,75.5
МО-Б08,Регион Б,Район-Б08,2023,июль,7,104301,0.336,40,36,1,3,7.5,22.4,26.3,19.7,8,3,0,10.6,60.8
МО-Б08,Регион Б,Район-Б08,2023,август,8,104301,0.336,138,124,6,8,5.8,26.2,24.3,21.2,9,1,0,8.5,81.1
МО-Б08,Регион Б,Район-Б08,2023,сентябрь,9,104301,0.336,227,201,10,16,7.05,31.0,13.9,12.3,6,2,0,8.2,87.9
МО-Б08,Регион Б,Район-Б08,2023,октябрь,10,104301,0.336,387,342,22,23,5.94,29.1,25.1,24.0,8,0,0,10.1,89.4
МО-Б08,Регион Б,Район-Б08,2023,нобярь,11,104301,0.336,869,764,37,68,7.83,32.5,26.0,20.5,10,1,1,10.0,79.3
МО-Б08,Регион Б,Район-Б08,2023,декабрь,12,104301,0.336,718,623,40,55,7.66,30.3,18.1,13.2,7,3,0,7.0,85.3
МО-Б08,Регион Б,Район-Б08,2024,январь,1,104301,0.336,1557,1385,58,114,7.32,27.3,26.4,19.3,9,2,1,9.6,86.7
МО-Б08,Регион Б,Район-Б08,2024,февраль,2,104301,0.336,495,427,24,44,8.89,23.0,14.7,18.8,10,1,1,8.7,66.8
МО-Б08,Регион Б,Район-Б08,2024,март,3,104301,0.336,40,37,1,2,5.0,29.6,26.1,18.8,4,0,0,6.4,79.9
МО-Б08,Регион Б,Район-Б08,2024,апрель,4,104301,0.336,853,753,35,65,7.62,21.9,26.8,22.2,5,0,0,9.3,64.9
МО-Б08,Регион Б,Район-Б08,2024,май,5,104301,0.336,128,112,7,9,7.03,22.9,21.0,24.1,6,2,0,8.2,57.9
МО-Б08,Регион Б,Район-Б08,2024,июнь,6,104301,0.336,413,374,11,28,6.78,29.5,26.0,19.6,8,1,0,6.3,69.6
МО-Б08,Регион Б,Район-Б08,2024,июль,7,104301,0.336,565,494,24,47,8.32,27.3,14.6,18.4,9,1,1,8.8,68.4
МО-Б08,Регион Б,Район-Б08,2024,август,8,104301,0.336,490,435,25,30,6.12,22.4,15.3,22.0,7,1,0,6.7,53.9
МО-Б08,Регион Б,Район-Б08,2024,сентябрь,9,104301,0.336,754,678,16,60,7.96,23.5,22.6,17.4,10,2,0,7.7,66.2
МО-Б08,Регион Б,Район-Б08,2024,октябрь,10,104301,0.336,426,376,22,28,6.57,26.9,16.0,19.1,8,2,0,5.3,75.6
МО-Б08,Регион Б,Район-Б08,2024,ноябрь,11,104301,0.336,520,458,27,35,6.73,32.7,23.0,15.4,11,3,0,9.8,95.6
МО-Б08,Регион Б,Район-Б08,2024,декабрь,12,104301,0.336,584,518,19,47,8.05,23.2,15.6,16.6,4,1,0,4.8,76.7
МО-Б09,Регион Б,Район-Б09,2023,январь,1,48464,0.253,269,238,11,20,7.43,23.3,10.7,13.5,7,2,0,11.5,76.1
МО-Б09,Регион Б,Район-Б09,2023,февраль,2,48464,0.253,352,309,17,26,7.39,22.6,12.7,15.1,5,0,0,11.6,64.7
МО-Б09,Регион Б,Район-Б09,2023,март,3,48464,0.253,309,274,17,18,5.83,22.1,18.7,12.0,7,2,0,11.1,74.8
МО-Б09,Регион Б,Район-Б09,2023,апрель,4,48464,0.253,350,314,14,22,6.29,18.6,18.6,15.3,8,1,0,10.4,51.3
МО-Б09,Регион Б,Район-Б09,2023,май,5,48464,0.253,431,388,20,23,5.34,17.2,17.3,11.4,6,0,0,10.6,48.1
МО-Б09,Регион Б,Район-Б09,2023,июнь,6,48464,0.253,544,493,14,37,6.8,23.4,15.6,9.6,8,3,0,8.6,66.2
МО-Б09,Регион Б,Район-Б09,2023,июль,7,48464,0.253,276,245,14,17,6.16,19.5,11.5,16.1,10,2,0,10.0,73.1
МО-Б09,Регион Б,Район-Б09,2023,август,8,48464,0.253,40,36,2,2,5.0,20.6,14.6,9.8,7,1,0,10.7,65.1
МО-Б09,Регион Б,Район-Б09,2023,сентябрь,9,48464,0.253,420,388,10,22,5.24,23.9,15.3,10.2,9,0,1,7.6,62.3
МО-Б09,Регион Б,Район-Б09,2023,октябрь,10,48464,0.253,40,36,2,2,5.0,24.0,11.4,17.4,5,0,0,7.3,62.7
МО-Б09,Регион Б,Район-Б09,2023,ноябрь,11,48464,0.253,90,83,2,5,5.56,19.5,16.6,17.8,10,1,0,9.6,63.9
МО-Б09,Регион Б,Район-Б09,2023,декабрь,12,48464,0.253,230,204,11,15,6.52,17.1,16.1,13.4,7,2,0,8.6,62.4
МО-Б09,Регион Б,Район-Б09,2024,январь,1,48464,0.253,125,109,7,9,7.2,17.9,13.6,15.2,7,2,0,8.9,73.6
МО-Б09,Регион Б,Район-Б09,2024,февраль,2,48464,0.253,413,375,15,23,5.57,23.3,19.7,12.7,4,2,0,7.6,72.5
МО-Б09,Регион Б,Район-Б09,2024,март,3,48464,0.253,220,199,7,14,6.36,17.1,15.0,11.2,6,2,0,10.4,47.1
МО-Б09,Регион Б,Район-Б09,2024,апрель,4,48464,0.253,598,547,13,38,6.35,24.7,17.6,17.7,9,2,0,8.6,60.879
МО-Б09,Регион Б,Район-Б09,2024,май,5,48464,0.253,301,272,14,15,4.98,18.5,20.8,10.9,9,2,0,11.5,53.508
МО-Б09,Регион Б,Район-Б09,2024,июнь,6,48464,0.253,322,293,9,20,6.21,19.8,13.3,15.5,6,1,0,8.7,72.3
МО-Б09,Регион Б,Район-Б09,2024,июль,7,48464,0.253,40,37,1,2,5.0,21.3,13.6,14.9,7,2,0,11.0,49.2
МО-Б09,Регион Б,Район-Б09,2024,август,8,48464,0.253,629,578,14,37,5.88,24.3,13.5,18.4,8,2,0,9.1,62.6
МО-Б09,Регион Б,Район-Б09,2024,сентябрь,9,48464,0.253,369,335,11,23,6.23,24.9,16.2,9.8,5,1,1,8.9,67.1
МО-Б09,Регион Б,Район-Б09,2024,октябрь,10,48464,0.253,614,545,35,34,5.54,22.2,14.8,12.0,8,1,0,7.8,61.5
МО-Б09,Регион Б,Район-Б09,2024,ноябрь,11,48464,0.253,305,281,7,17,5.57,23.4,12.3,11.1,5,0,0,9.8,67.6
МО-Б09,Регион Б,Район-Б09,2024,декабрь,12,48464,0.253,40,36,2,2,5.0,22.8,13.5,18.6,8,2,0,9.3,65.2
МО-Б10,Регион Б,Район-Б10,2023,январь,1,113229,0.31,389,351,9,29,7.46,15.0,9.8,11.3,11,3,0,7.9,63.9
МО-Б10,Регион Б,Район-Б10,2023,февраль,2,113229,0.31,50,45,2,3,6.0,16.0,12.5,7.9,10,1,0,11.2,59.4
МО-Б10,Регион Б,Район-Б10,2023,март,3,113229,0.31,879,779,34,66,7.51,15.2,16.1,14.8,10,2,0,5.7,50.9
МО-Б10,Регион Б,Район-Б10,2023,апрель,4,113229,0.31,40,35,2,3,7.5,14.2,12.9,9.2,12,1,1,8.1,57.5
МО-Б10,Регион Б,Район-Б10,2023,май,5,113229,0.31,1140,1025,32,83,7.28,19.5,10.6,6.8,12,1,0,8.4,61.2
МО-Б10,Регион Б,Район-Б10,2023,июнь,6,113229,0.31,40,37,1,2,5.0,19.6,15.9,9.6,11,3,1,7.8,70.0
МО-Б10,Регион Б,Район-Б10,2023,июль,7,113229,0.31,263,225,14,24,9.13,13.9,14.4,10.3,13,4,0,8.1,69.9
МО-Б10,Регион Б,Район-Б10,2023,август,8,113229,0.31,961,861,24,76,7.91,17.2,9.0,8.4,10,0,0,9.3,60.6
МО-Б10,Регион Б,Район-Б10,2023,сентябрь,9,113229,0.31,1298,1170,47,81,6.24,19.4,11.7,11.3,10,2,0,9.4,68.0
МО-Б10,Регион Б,Район-Б10,2023,октябрь,10,113229,0.31,40,36,2,2,5.0,18.8,10.8,11.3,12,2,0,9.9,63.3
МО-Б10,Регион Б,Район-Б10,2023,ноябрь,11,113229,0.31,1410,1246,65,99,7.02,19.2,11.8,10.7,10,2,0,9.6,68.2
МО-Б10,Регион Б,Район-Б10,2023,декабрь,12,113229,0.31,587,512,25,50,8.52,17.0,15.5,11.9,11,1,0,10.1,67.0
МО-Б10,Регион Б,Район-Б10,2024,январь,1,113229,0.31,40,38,0,2,5.0,15.4,15.6,7.8,9,3,0,5.9,66.6
МО-Б10,Регион Б,Район-Б10,2024,февраль,2,113229,0.31,88,76,5,7,7.95,16.7,14.7,8.2,12,4,1,5.8,55.6
МО-Б10,Регион Б,Район-Б10,2024,март,3,113229,0.31,776,688,36,52,6.7,17.9,9.1,11.5,8,2,0,7.3,61.0
МО-Б10,Регион Б,Район-Б10,2024,апрель,4,113229,0.31,40,37,0,3,7.5,14.3,10.1,8.2,11,3,0,9.6,47.9
МО-Б10,Регион Б,Район-Б10,2024,май,5,113229,0.31,40,37,0,3,7.5,16.4,8.9,13.4,10,3,0,8.2,66.6
МО-Б10,Регион Б,Район-Б10,2024,июнь,6,113229,0.31,863,757,43,63,7.3,15.6,14.2,6.9,7,3,0,9.3,54.9
МО-Б10,Регион Б,Район-Б10,2024,июль,7,н/д,0.31,420,382,9,29,6.9,17.9,14.8,7.3,12,3,0,9.4,62.9
МО-Б10,Регион Б,Район-Б10,2024,август,8,113229,0.31,559,512,13,34,6.08,15.0,8.9,12.2,8,2,0,9.6,54.9
МО-Б10,Регион Б,Район-Б10,2024,сентябрь,9,113229,0.31,671,611,15,45,6.71,18.9,16.1,14.5,10,2,0,6.3,63.3
МО-Б10,Регион Б,Район-Б10,2024,октябрь,10,113229,0.31,415,372,17,26,6.27,13.4,10.1,8.2,13,2,1,4.8,50.1
МО-Б10,Регион Б,Район-Б10,2024,ноябрь,11,113229,0.31,697,615,33,49,7.03,15.7,13.2,10.3,12,3,0,7.8,64.7
МО-Б10,Регион Б,Район-Б10,2024,декабрь,12,113229,0.31,467,408,27,32,6.85,14.1,9.2,7.8,12,2,0,8.3,55.3
МО-Б11,Регион Б,Район-Б11,2023,январь,1,102543,0.273,221,198,9,14,6.33,23.6,25.3,15.9,8,1,0,10.1,66.3
МО-Б11,Регион Б,Район-Б11,2023,февраль,2,102543,0.273,1232,1091,58,83,6.74,22.3,25.5,16.5,8,2,0,9.2,65.6
МО-Б11,Регион Б,Район-Б11,2023,март,3,102543,0.273,663,607,15,41,6.18,29.9,25.3,11.1,8,2,0,5.8,66.1
МО-Б11,Регион Б,Район-Б11,2023,апрель,4,102543,0.273,1043,944,32,67,6.42,27.7,20.2,13.7,9,2,0,8.2,81.9
МО-Б11,Регион Б,Район-Б11,2023,май,5,102543,0.273,40,37,1,2,5.0,28.3,14.2,13.4,5,0,0,10.0,80.2
МО-Б11,Регион Б,Район-Б11,2023,июнь,6,102543,0.273,524,461,30,33,6.3,24.4,21.5,12.2,7,1,0,11.8,77.8
МО-Б11,Регион Б,Район-Б11,2023,июль,7,102543,0.273,442,395,20,27,6.11,25.5,16.1,14.6,3,2,0,9.9,72.7
МО-Б11,Регион Б,Район-Б11,2023,август,8,102543,0.273,40,37,1,2,5.0,24.3,18.7,10.6,9,0,0,8.8,83.3
МО-Б11,Регион Б,Район-Б11,2023,сентябрь,9,102543,0.273,66,60,2,4,6.06,21.6,21.4,18.7,7,1,0,6.6,69.8
МО-Б11,Регион Б,Район-Б11,2023,октябрь,10,102543,0.273,40,36,2,2,5.0,26.8,17.3,22.7,7,1,0,12.3,79.5
МО-Б11,Регион Б,Район-Б11,2023,ноябрь,11,102543,0.273,40,36,2,2,5.0,23.9,14.0,14.6,9,1,0,9.0,65.7
МО-Б11,Регион Б,Район-Б11,2023,декабрь,12,102543,0.273,40,37,0,3,7.5,23.6,17.1,10.5,5,1,1,10.8,62.6
МО-Б11,Регион Б,Район-Б11,2024,январь,1,102543,0.273,670,593,29,48,7.16,30.5,17.6,15.2,6,0,0,11.4,87.8
МО-Б11,Регион Б,Район-Б11,2024,февраль,2,102543,0.273,40,37,1,2,5.0,26.7,17.4,15.8,9,0,0,10.2,60.1
МО-Б11,Регион Б,Район-Б11,2024,март,3,102543,0.273,40,36,2,2,5.0,24.6,15.7,19.7,6,3,1,10.7,76.0
МО-Б11,Регион Б,Район-Б11,2024,апрель,4,102543,0.273,1182,1078,33,71,6.01,28.6,21.1,14.1,8,2,0,8.6,69.706
МО-Б11,Регион Б,Район-Б11,2024,май,5,102543,0.273,40,36,2,2,5.0,22.3,13.0,19.2,8,2,0,10.4,80.444
МО-Б11,Регион Б,Район-Б11,2024,июнь,6,102543,0.273,313,280,12,21,6.71,26.7,22.6,15.8,4,0,0,8.1,74.0
МО-Б11,Регион Б,Район-Б11,2024,июль,7,102543,0.273,517,464,16,37,7.16,24.9,16.9,20.8,8,2,0,7.2,80.1
МО-Б11,Регион Б,Район-Б11,2024,август,8,102543,0.273,101,92,3,6,5.94,21.6,15.2,13.4,5,2,0,8.1,64.3
МО-Б11,Регион Б,Район-Б11,2024,сентябрь,9,102543,0.273,256,237,6,13,5.08,23.1,23.0,18.6,6,2,1,11.2,67.6
МО-Б11,Регион Б,Район-Б11,2024,октябрь,10,102543,0.273,1349,1219,59,71,5.26,29.3,24.3,15.4,7,0,1,12.6,89.2
МО-Б11,Регион Б,Район-Б11,2024,ноябрь,11,102543,0.273,296,267,14,15,5.07,30.0,19.5,20.8,6,4,0,9.5,96.6
МО-Б11,Регион Б,Район-Б11,2024,декабрь,12,102543,0.273,361,324,11,26,7.2,26.4,17.8,19.8,8,1,1,10.1,78.5
МО-Б12,Регион Б,Район-Б12,2023,январь,1,75207,0.361,648,575,28,45,6.94,18.6,12.8,16.3,7,1,1,6.4,44.1
МО-Б12,Регион Б,Район-Б12,2023,февраль,2,75207,0.361,893,785,43,65,7.28,21.1,9.5,16.5,4,0,0,6.2,50.4
МО-Б12,Регион Б,Район-Б12,2023,март,3,75207,0.361,40,37,1,2,5.0,17.2,18.3,10.9,4,2,0,10.0,49.1
МО-Б12,Регион Б,Район-Б12,2023,апрель,4,75207,0.361,40,36,2,2,5.0,16.8,10.2,15.1,10,2,0,10.6,48.9
МО-Б12,Регион Б,Район-Б12,2023,май,5,75207,0.361,40,37,1,2,5.0,15.2,17.4,15.1,4,3,0,5.6,65.8
МО-Б12,Регион Б,Район-Б12,2023,июнь,6,75207,0.361,94,84,4,6,6.38,20.1,14.1,10.7,3,0,0,7.9,56.4
МО-Б12,Регион Б,Район-Б12,2023,июль,7,75207,0.361,371,326,16,29,7.82,20.8,10.6,11.2,8,1,0,8.8,68.5
МО-Б12,Регион Б,Район-Б12,2023,август,8,75207,0.361,40,36,2,2,5.0,21.3,15.7,14.9,7,1,1,7.9,60.8
МО-Б12,Регион Б,Район-Б12,2023,сентябрь,9,75207,0.361,40,37,1,2,5.0,18.0,11.0,15.6,4,3,0,8.6,81.2
МО-Б12,Регион Б,Район-Б12,2023,октябрь,10,75207,0.361,731,639,41,51,6.98,22.2,11.2,14.0,6,2,1,7.0,71.0
МО-Б12,Регион Б,Район-Б12,2023,ноябрь,11,75207,0.361,555,500,13,42,7.57,20.3,13.4,16.0,9,0,0,9.8,74.0
МО-Б12,Регион Б,Район-Б12,2023,декабрь,12,75207,0.361,523,464,16,43,8.22,18.6,10.5,15.5,11,0,0,7.6,74.7
МО-Б12,Регион Б,Район-Б12,2024,январь,1,75207,0.361,40,37,1,2,5.0,16.9,15.1,15.9,9,0,1,7.8,60.6
МО-Б12,Регион Б,Район-Б12,2024,февраль,2,75207,0.361,473,413,22,38,8.03,20.3,15.9,14.3,9,1,0,9.3,68.0
МО-Б12,Регион Б,Район-Б12,2024,март,3,75207,0.361,328,285,18,25,7.62,22.1,14.9,14.4,12,2,0,7.1,63.5
МО-Б12,Регион Б,Район-Б12,2024,апрель,4,75207,0.361,40,36,1,3,7.5,19.3,11.8,12.2,9,3,0,8.9,69.1
МО-Б12,Регион Б,Район-Б12,2024,май,5,75207,0.361,46,43,1,2,4.35,15.9,17.5,15.3,7,1,0,7.4,74.9
МО-Б12,Регион Б,Район-Б12,2024,июнь,6,75207,0.361,40,37,1,2,5.0,21.6,12.3,16.7,5,2,0,9.3,58.1
МО-Б12,Регион Б,Район-Б12,2024,июль,7,75207,0.361,287,260,8,19,6.62,15.2,11.8,14.1,7,0,1,8.4,56.8
